団体コード,都道府県名,団体名,財政力指数,経常収支比率,実質公債費比率,将来負担比率,ラスパイレス指数,人口
374041,香川県,多度津町,0.60,92.7,11.3,173.1,98.9,22126
374067,香川県,まんのう町,0.34,88.3,8.6,-,98.0,17610
382019,愛媛県,松山市,0.75,89.7,7.9,24.3,99.0,503865
382027,愛媛県,今治市,0.51,92.5,9.6,-,95.7,151608
382035,愛媛県,宇和島市,0.33,89.9,5.3,-,94.7,70019
382043,愛媛県,八幡浜市,0.32,91.7,9.4,48.8,97.1,31293
382051,愛媛県,新居浜市,0.76,80.6,2.2,4.4,99.1,115314
382060,愛媛県,西条市,0.63,89.2,7.1,51.4,94.4,105616
382078,愛媛県,大洲市,0.35,94.7,7.6,41.2,93.8,40580
382108,愛媛県,伊予市,0.41,89.7,5.3,12.2,95.7,35805
382132,愛媛県,四国中央市,0.72,87.4,8.1,59.1,98.2,83426
382141,愛媛県,西予市,0.24,97.5,12.3,73.7,93.2,35232
382159,愛媛県,東温市,0.48,95.3,10.6,17.1,97.1,33250
383562,愛媛県,上島町,0.15,93.2,13.3,29.7,90.2,6283
383864,愛媛県,久万高原町,0.20,86.2,10.2,-,91.7,7420
384011,愛媛県,松前町,0.72,84.1,9.4,74.0,93.9,30364
384020,愛媛県,砥部町,0.43,88.8,3.3,38.5,94.8,20510
384224,愛媛県,内子町,0.27,79.9,2.2,-,91.9,15406
384429,愛媛県,伊方町,0.52,86.3,5.9,-,93.9,8395
384844,愛媛県,松野町,0.16,84.8,6.2,32.9,94.4,3661
384887,愛媛県,鬼北町,0.22,89.0,6.4,-,94.3,9563
385069,愛媛県,愛南町,0.22,92.9,9.6,-,91.6,19575
392014,高知県,高知市,0.64,96.9,12.7,160.9,98.8,319724
392022,高知県,室戸市,0.22,95.7,8.6,-,97.3,12015
392031,高知県,安芸市,0.31,84.9,5.4,-,94.5,16235
392049,高知県,南国市,0.60,86.4,8.2,82.3,95.8,46328
392057,高知県,土佐市,0.38,86.0,11.7,74.2,97.3,26334
392065,高知県,須崎市,0.41,91.7,12.4,13.0,97.1,20268
392081,高知県,宿毛市,0.36,88.2,10.8,54.5,97.0,19178
392090,高知県,土佐清水市,0.25,91.9,16.6,65.7,95.5,12271
392103,高知県,四万十市,0.35,88.2,9.7,67.3,94.8,32460
392111,高知県,香南市,0.33,88.4,4.7,-,95.7,33009
392120,高知県,香美市,0.31,94.6,9.0,-,94.2,25381
393011,高知県,東洋町,0.12,94.7,11.8,48.0,94.9,2183
393029,高知県,奈半利町,0.18,90.0,1.7,-,96.4,3003
393037,高知県,田野町,0.18,87.7,4.2,-,97.4,2524
393045,高知県,安田町,0.15,93.5,7.4,-,94.2,2413
393053,高知県,北川村,0.19,87.2,▲ 2.9,-,96.8,1213
393061,高知県,馬路村,0.16,88.0,9.0,-,93.6,827
393070,高知県,芸西村,0.23,87.1,7.4,-,93.8,3621
393410,高知県,本山町,0.16,95.6,12.1,51.7,95.1,3299
393444,高知県,大豊町,0.18,76.4,3.5,-,92.3,3223
393631,高知県,土佐町,0.20,79.4,7.4,-,97.8,3625
393649,高知県,大川村,0.12,99.1,13.0,-,93.0,361
393860,高知県,いの町,0.35,90.1,9.2,-,97.1,21504
393878,高知県,仁淀川町,0.17,80.6,▲ 0.3,-,94.7,4795
394017,高知県,中土佐町,0.17,89.3,12.4,-,97.5,6106
394025,高知県,佐川町,0.32,89.1,4.2,-,91.6,12238
394033,高知県,越知町,0.20,93.7,9.2,9.2,95.5,5087
394050,高知県,梼原町,0.14,85.6,4.3,-,90.5,3236
394106,高知県,日高村,0.28,81.1,7.7,2.3,97.0,4858
394114,高知県,津野町,0.16,72.6,▲ 6.8,-,94.1,5456
394122,高知県,四万十町,0.22,89.1,6.0,-,94.2,15761
394246,高知県,大月町,0.18,84.1,9.4,12.5,97.3,4582
394271,高知県,三原村,0.12,90.8,12.0,-,96.7,1435
394289,高知県,黒潮町,0.19,93.7,10.0,-,95.1,10411
401005,福岡県,北九州市,0.70,99.3,10.4,147.2,101.7,929396
401307,福岡県,福岡市,0.88,93.6,8.4,74.3,101.7,1581398
402028,福岡県,大牟田市,0.52,93.8,6.6,12.1,98.8,108421
402036,福岡県,久留米市,0.64,94.7,3.5,5.2,99.8,302383
402044,福岡県,直方市,0.55,90.6,6.4,49.0,99.8,55655
402052,福岡県,飯塚市,0.50,94.6,6.8,-,100.6,125753
402061,福岡県,田川市,0.44,99.9,8.4,-,95.7,45704
402079,福岡県,柳川市,0.46,94.5,6.2,34.3,99.1,63182
402109,福岡県,八女市,0.39,91.4,8.5,-,100.4,60943
402117,福岡県,筑後市,0.66,88.7,8.5,0.3,99.2,49403
402125,福岡県,大川市,0.51,91.3,9.5,54.1,100.3,32359
402133,福岡県,行橋市,0.65,92.4,6.8,-,100.9,72635
402141,福岡県,豊前市,0.54,97.9,9.2,10.1,97.0,24195
402150,福岡県,中間市,0.45,91.1,3.3,-,99.5,39912
402168,福岡県,小郡市,0.65,92.9,7.5,4.0,100.4,59760
402176,福岡県,筑紫野市,0.76,86.0,3.6,-,101.5,106442
402184,福岡県,春日市,0.75,86.6,2.8,-,100.1,112765
402192,福岡県,大野城市,0.80,86.3,2.9,-,101.4,102809
402206,福岡県,宗像市,0.59,90.8,▲ 1.1,-,94.9,97319
402214,福岡県,太宰府市,0.65,92.6,3.0,-,99.3,71542
402231,福岡県,古賀市,0.68,88.3,4.4,-,93.7,59234
402249,福岡県,福津市,0.57,89.2,5.7,-,94.7,68481
402257,福岡県,うきは市,0.38,82.6,6.6,-,97.7,28213
402265,福岡県,宮若市,0.64,91.7,7.2,-,98.1,26746
402273,福岡県,嘉麻市,0.28,102.5,6.3,7.1,97.7,35532
402281,福岡県,朝倉市,0.51,92.2,8.6,-,99.3,50903
402290,福岡県,みやま市,0.41,90.4,5.3,1.1,99.9,35481
402303,福岡県,糸島市,0.57,82.3,6.2,-,99.4,103702
402311,福岡県,那珂川市,0.70,90.9,7.5,-,100.3,49994
403415,福岡県,宇美町,0.59,90.9,7.1,-,95.8,37119
403423,福岡県,篠栗町,0.60,95.9,7.1,-,97.8,31020
403431,福岡県,志免町,0.73,89.7,5.1,-,98.9,46560
403440,福岡県,須恵町,0.62,90.9,6.9,23.5,97.5,29270
403458,福岡県,新宮町,0.86,88.1,8.3,-,96.6,33448
403482,福岡県,久山町,0.79,94.0,12.4,0.0,94.1,9324
403491,福岡県,粕屋町,0.86,87.9,8.1,-,98.4,48933
403814,福岡県,芦屋町,0.34,97.8,0.1,-,96.1,13145
403822,福岡県,水巻町,0.51,87.5,4.9,13.0,95.2,27810
403831,福岡県,岡垣町,0.54,91.6,4.1,-,98.0,31697
403849,福岡県,遠賀町,0.55,90.6,6.6,-,95.8,19109
404012,福岡県,小竹町,0.32,89.3,7.1,66.6,95.6,7119
404021,福岡県,鞍手町,0.44,91.9,8.2,-,93.7,15172
404217,福岡県,桂川町,0.40,92.1,3.5,0.7,98.1,13043
404471,福岡県,筑前町,0.48,87.5,10.7,37.6,99.9,30233
404489,福岡県,東峰村,0.13,78.9,6.5,-,94.5,1912
405035,福岡県,大刀洗町,0.47,81.9,8.8,-,97.6,16038
405221,福岡県,大木町,0.49,81.9,6.7,-,99.9,13897
405442,福岡県,広川町,0.61,89.8,8.4,34.9,98.1,19366
406015,福岡県,香春町,0.31,89.3,3.2,-,97.3,10370
406023,福岡県,添田町,0.23,93.9,4.8,-,95.8,8828
406040,福岡県,糸田町,0.23,96.1,5.3,-,99.4,8527
406058,福岡県,川崎町,0.30,89.8,8.7,38.8,94.3,15606
406082,福岡県,大任町,0.18,86.6,11.0,-,91.2,5147
406091,福岡県,赤村,0.16,82.7,▲ 1.3,-,94.8,2953
406104,福岡県,福智町,0.27,93.3,6.0,-,98.2,21513
406210,福岡県,苅田町,1.24,82.7,9.3,17.6,99.6,37767
406252,福岡県,みやこ町,0.35,87.8,5.9,-,97.2,18384
406422,福岡県,吉富町,0.38,85.3,8.4,-,95.1,6649
406465,福岡県,上毛町,0.28,82.0,▲ 1.7,-,96.7,7391
406473,福岡県,築上町,0.33,95.7,10.1,37.7,98.8,17309
412015,佐賀県,佐賀市,0.64,93.8,2.0,-,98.7,229427
412023,佐賀県,唐津市,0.43,88.0,12.6,114.4,97.8,116972
412031,佐賀県,鳥栖市,0.93,84.1,0.3,-,99.3,74537
412040,佐賀県,多久市,0.36,95.8,12.1,-,98.2,18285
412058,佐賀県,伊万里市,0.57,84.9,8.5,33.5,98.0,52721
412066,佐賀県,武雄市,0.48,94.3,9.9,22.2,99.0,47705
412074,佐賀県,鹿島市,0.48,91.7,8.6,93.5,97.5,27914
412082,佐賀県,小城市,0.41,92.9,8.4,-,96.9,44365
412091,佐賀県,嬉野市,0.37,85.2,9.1,-,94.7,25090
412104,佐賀県,神埼市,0.44,92.0,8.8,37.0,97.3,30624
413275,佐賀県,吉野ヶ里町,0.52,89.8,8.9,-,97.8,16228
413411,佐賀県,基山町,0.64,91.6,7.0,-,98.9,17545
413453,佐賀県,上峰町,0.55,94.7,9.0,-,95.3,9789
413461,佐賀県,みやき町,0.41,95.6,9.6,-,96.6,25752
413879,佐賀県,玄海町,1.18,85.5,0.0,-,95.1,5130
414018,佐賀県,有田町,0.35,89.2,8.4,-,97.4,19051
414239,佐賀県,大町町,0.29,86.9,7.5,-,95.3,6136
414247,佐賀県,江北町,0.38,86.7,11.9,-,97.7,9609
414255,佐賀県,白石町,0.33,89.9,10.1,-,98.8,21741
414417,佐賀県,太良町,0.26,89.6,5.5,-,95.8,8256
422011,長崎県,長崎市,0.58,97.2,9.7,103.9,97.8,401195
422029,長崎県,佐世保市,0.53,93.0,4.7,-,98.7,240473
422037,長崎県,島原市,0.43,95.1,4.5,-,97.2,43169
422045,長崎県,諫早市,0.57,95.7,7.0,-,98.1,134691
422053,長崎県,大村市,0.62,95.9,8.9,-,97.8,98305
422070,長崎県,平戸市,0.24,87.4,1.7,-,97.4,29162
422088,長崎県,松浦市,0.57,91.3,10.7,37.5,99.1,21369
422096,長崎県,対馬市,0.20,88.6,7.7,14.8,99.2,28452
422100,長崎県,壱岐市,0.22,91.8,6.5,18.6,96.4,24956
422118,長崎県,五島市,0.24,92.4,8.3,-,96.8,35025
422126,長崎県,西海市,0.29,85.6,▲ 0.9,-,98.9,25747
422134,長崎県,雲仙市,0.28,87.9,4.2,-,98.1,41829
422142,長崎県,南島原市,0.25,88.9,▲ 4.9,-,97.6,42556
423076,長崎県,長与町,0.64,91.2,6.7,-,99.2,40395
423084,長崎県,時津町,0.68,90.9,5.5,-,97.9,29544
423211,長崎県,東彼杵町,0.29,88.9,8.8,37.1,96.1,7556
423220,長崎県,川棚町,0.37,84.5,6.0,23.5,97.3,13400
423238,長崎県,波佐見町,0.40,84.2,8.1,-,98.8,14283
423831,長崎県,小値賀町,0.10,81.9,8.5,-,97.3,2239
423912,長崎県,佐々町,0.54,90.2,8.6,-,99.4,14103
424111,長崎県,新上五島町,0.22,79.4,1.6,-,97.0,17611
431001,熊本県,熊本市,0.70,93.0,5.4,102.2,100.0,731476
432024,熊本県,八代市,0.50,91.9,9.3,90.1,96.6,122625
432032,熊本県,人吉市,0.44,94.7,6.9,15.9,94.3,30734
432041,熊本県,荒尾市,0.48,93.2,9.5,53.4,94.4,50415
432059,熊本県,水俣市,0.37,89.6,9.5,15.2,95.8,22709
432067,熊本県,玉名市,0.44,97.7,9.1,9.3,97.8,64066
432083,熊本県,山鹿市,0.33,99.2,9.9,-,97.4,49397
432105,熊本県,菊池市,0.43,88.8,9.2,6.5,95.9,47103
432113,熊本県,宇土市,0.52,93.8,11.1,-,97.8,36483
432121,熊本県,上天草市,0.25,90.8,11.6,-,98.9,25015
432130,熊本県,宇城市,0.40,92.9,10.4,22.7,99.2,57562
432148,熊本県,阿蘇市,0.35,92.9,8.5,52.9,97.0,24751
432156,熊本県,天草市,0.28,90.7,9.7,-,97.4,75101
432164,熊本県,合志市,0.64,83.4,7.1,-,96.6,64474
433489,熊本県,美里町,0.23,91.6,6.7,-,94.6,9062
433641,熊本県,玉東町,0.30,88.8,5.7,-,95.6,5241
433675,熊本県,南関町,0.39,91.4,8.4,29.4,93.0,9001
433683,熊本県,長洲町,0.52,93.9,6.6,35.6,93.7,15506
433691,熊本県,和水町,0.25,92.6,10.2,-,95.1,9303
434035,熊本県,大津町,0.73,85.3,5.7,-,98.0,36030
434043,熊本県,菊陽町,0.96,88.6,5.9,20.1,98.6,43714
434230,熊本県,南小国町,0.20,88.1,6.5,-,95.7,3850
434248,熊本県,小国町,0.24,81.2,7.9,1.3,94.8,6634
434256,熊本県,産山村,0.16,81.6,7.4,-,91.0,1411
434281,熊本県,高森町,0.24,75.2,5.4,-,95.0,6057
434329,熊本県,西原村,0.34,88.4,8.1,-,96.8,6926
434337,熊本県,南阿蘇村,0.22,94.9,11.5,40.1,95.8,10155
434418,熊本県,御船町,0.35,85.8,13.5,12.9,94.7,17051
434426,熊本県,嘉島町,0.63,84.7,10.1,94.6,94.1,10072
434434,熊本県,益城町,0.50,87.7,9.4,32.3,92.4,33718
434442,熊本県,甲佐町,0.30,82.6,6.7,-,92.0,10273
434477,熊本県,山都町,0.22,82.5,4.3,2.1,93.1,13623
434680,熊本県,氷川町,0.28,99.5,12.5,12.8,92.5,11179
434825,熊本県,芦北町,0.35,89.7,4.6,-,94.8,15724
434841,熊本県,津奈木町,0.23,82.2,2.9,-,94.7,4324
435015,熊本県,錦町,0.38,79.4,8.3,12.2,94.2,10282
435058,熊本県,多良木町,0.24,83.1,8.5,-,96.0,8828
435066,熊本県,湯前町,0.16,87.7,5.6,-,93.2,3608
435074,熊本県,水上村,0.16,83.0,11.0,-,94.4,2035
435104,熊本県,相良村,0.20,86.8,8.4,-,92.8,4095
435112,熊本県,五木村,0.21,85.6,10.1,-,93.6,974
435121,熊本県,山江村,0.15,87.8,10.0,-,94.3,3276
435139,熊本県,球磨村,0.15,77.4,6.0,-,95.2,2958
435147,熊本県,あさぎり町,0.23,85.8,8.1,-,93.3,14554
435317,熊本県,苓北町,0.43,87.2,12.4,32.2,97.8,6571
442011,大分県,大分市,0.88,95.1,5.8,32.0,100.5,476556
442020,大分県,別府市,0.56,96.1,3.5,-,99.8,113735
442038,大分県,中津市,0.51,94.5,5.6,33.2,100.9,83101
442046,大分県,日田市,0.41,93.6,4.9,-,99.8,62080
442054,大分県,佐伯市,0.33,94.5,9.7,-,100.3,67126
442062,大分県,臼杵市,0.37,92.1,7.7,-,100.3,36137
442071,大分県,津久見市,0.40,95.2,9.0,-,99.3,15868
442089,大分県,竹田市,0.25,95.5,5.6,11.0,99.5,19890
442097,大分県,豊後高田市,0.30,89.5,3.3,-,100.5,22177
442101,大分県,杵築市,0.34,91.5,6.6,-,98.0,27295
442119,大分県,宇佐市,0.42,94.7,6.9,13.3,99.7,53395
442127,大分県,豊後大野市,0.28,92.6,5.6,-,99.9,33415
442135,大分県,由布市,0.41,95.7,6.9,32.2,100.5,33531
442143,大分県,国東市,0.30,94.6,3.9,-,100.6,26179
443221,大分県,姫島村,0.10,78.9,3.6,-,81.2,1812
443417,大分県,日出町,0.58,94.2,7.8,19.6,97.9,28115
444618,大分県,九重町,0.33,84.5,4.7,-,99.7,8729
444626,大分県,玖珠町,0.35,92.3,3.1,-,100.4,14384
452017,宮崎県,宮崎市,0.70,90.0,6.8,30.1,98.7,399576
452025,宮崎県,都城市,0.55,95.2,4.9,-,98.3,161605
452033,宮崎県,延岡市,0.50,91.6,7.8,2.7,99.3,117563
452041,宮崎県,日南市,0.40,92.6,9.6,61.7,99.7,49989
452050,宮崎県,小林市,0.38,95.9,11.8,67.0,97.5,43554
452068,宮崎県,日向市,0.54,88.9,11.0,30.4,98.5,59390
452076,宮崎県,串間市,0.31,91.9,7.0,44.1,98.7,16990
452084,宮崎県,西都市,0.39,88.8,2.6,-,96.9,28867
452092,宮崎県,えびの市,0.35,92.3,3.8,-,98.5,18050
453412,宮崎県,三股町,0.45,87.4,6.0,-,95.9,25992
453617,宮崎県,高原町,0.27,92.8,7.1,-,96.6,8838
453820,宮崎県,国富町,0.48,89.7,10.4,73.5,96.7,18695
453838,宮崎県,綾町,0.27,91.6,7.6,34.7,95.3,7043
454010,宮崎県,高鍋町,0.52,89.6,12.2,-,97.7,19729
454028,宮崎県,新富町,0.45,82.4,7.6,-,97.0,16888
454036,宮崎県,西米良村,0.14,82.7,7.2,-,91.4,1073
454044,宮崎県,木城町,0.83,79.4,3.3,-,96.3,4908
454052,宮崎県,川南町,0.45,86.2,8.2,-,94.7,15095
454061,宮崎県,都農町,0.30,92.8,7.7,-,95.3,10262
454214,宮崎県,門川町,0.41,87.2,6.2,-,97.9,17385
454290,宮崎県,諸塚村,0.25,76.1,5.3,-,92.7,1499
454303,宮崎県,椎葉村,0.17,80.4,10.2,-,94.5,2586
454311,宮崎県,美郷町,0.18,85.7,7.4,-,95.8,4839
454419,宮崎県,高千穂町,0.24,93.4,6.2,-,98.0,11327
454427,宮崎県,日之影町,0.16,84.2,7.5,-,96.2,3592
454435,宮崎県,五ケ瀬町,0.15,95.1,7.3,-,98.3,3503
462012,鹿児島県,鹿児島市,0.71,92.9,4.3,25.1,99.7,597834
462039,鹿児島県,鹿屋市,0.48,91.9,5.8,-,97.3,100767
462047,鹿児島県,枕崎市,0.41,87.9,7.9,-,96.8,19715
462063,鹿児島県,阿久根市,0.36,92.7,6.8,-,95.6,18914
462080,鹿児島県,出水市,0.42,89.3,7.6,-,98.1,52191
462101,鹿児島県,指宿市,0.36,92.9,9.2,32.3,99.2,38487
462136,鹿児島県,西之表市,0.27,91.6,9.4,-,96.8,14417
462144,鹿児島県,垂水市,0.29,90.1,8.5,-,95.5,13624
462152,鹿児島県,薩摩川内市,0.57,91.3,7.7,-,97.4,92248
462161,鹿児島県,日置市,0.40,90.1,7.8,9.1,96.6,46992
462179,鹿児島県,曽於市,0.30,85.3,7.4,-,98.0,33600
462187,鹿児島県,霧島市,0.54,87.2,6.5,-,97.9,124751
462195,鹿児島県,いちき串木野市,0.38,91.9,12.0,21.5,95.8,26468
462209,鹿児島県,南さつま市,0.29,91.3,7.3,-,95.6,32279
462217,鹿児島県,志布志市,0.39,87.3,10.1,-,97.0,29808
462225,鹿児島県,奄美市,0.27,93.9,9.5,-,98.2,41670
462233,鹿児島県,南九州市,0.35,89.7,6.9,-,98.0,32745
462241,鹿児島県,伊佐市,0.38,91.1,8.8,-,98.6,23967
462250,鹿児島県,姶良市,0.51,90.8,10.4,47.0,99.2,78077
463035,鹿児島県,三島村,0.06,89.5,12.8,-,93.9,369
463043,鹿児島県,十島村,0.07,86.4,4.1,-,93.2,657
463922,鹿児島県,さつま町,0.36,89.6,4.7,-,95.6,19534
464040,鹿児島県,長島町,0.18,87.5,8.6,-,95.3,9809
464520,鹿児島県,湧水町,0.31,89.8,8.6,-,94.7,8700
464686,鹿児島県,大崎町,0.35,81.2,7.3,-,94.7,12398
464821,鹿児島県,東串良町,0.30,89.2,7.8,-,96.0,6510
464902,鹿児島県,錦江町,0.19,84.8,6.1,-,96.1,6640
464911,鹿児島県,南大隅町,0.17,89.7,10.4,-,94.8,6364
464929,鹿児島県,肝付町,0.28,92.7,7.2,-,96.1,14241
465011,鹿児島県,中種子町,0.21,89.8,10.5,14.5,97.2,7489
465020,鹿児島県,南種子町,0.23,88.8,11.0,10.0,96.9,5363
465054,鹿児島県,屋久島町,0.23,87.0,10.2,-,96.0,11724
465232,鹿児島県,大和村,0.09,89.5,7.8,-,93.4,1414
465241,鹿児島県,宇検村,0.08,92.5,8.5,-,93.7,1653
465259,鹿児島県,瀬戸内町,0.16,91.3,8.7,-,92.4,8442
465275,鹿児島県,龍郷町,0.16,87.1,8.9,-,94.7,6017
465291,鹿児島県,喜界町,0.16,83.6,10.2,-,94.9,6565
465305,鹿児島県,徳之島町,0.23,82.6,7.6,30.5,89.7,10290
465313,鹿児島県,天城町,0.15,88.1,6.6,4.0,91.3,5597
465321,鹿児島県,伊仙町,0.13,88.9,9.5,60.3,88.2,6361
465330,鹿児島県,和泊町,0.18,87.1,16.4,35.5,92.6,6296
465348,鹿児島県,知名町,0.15,86.7,11.8,0.5,96.0,5634
465356,鹿児島県,与論町,0.15,87.3,9.6,31.5,88.8,5078
472018,沖縄県,那覇市,0.84,90.4,8.6,45.7,97.7,317030
472051,沖縄県,宜野湾市,0.66,91.4,6.4,47.2,95.2,100269
472077,沖縄県,石垣市,0.46,89.9,7.0,61.3,97.2,49530
472085,沖縄県,浦添市,0.79,91.0,5.6,-,95.6,115702
472093,沖縄県,名護市,0.45,94.2,6.1,17.8,94.6,64290
472107,沖縄県,糸満市,0.53,91.3,8.6,24.4,95.2,62569
472115,沖縄県,沖縄市,0.58,91.1,5.6,31.8,95.9,142679
472123,沖縄県,豊見城市,0.63,87.6,8.7,81.8,97.4,65954
472131,沖縄県,うるま市,0.48,92.2,6.3,-,95.9,125973
472140,沖縄県,宮古島市,0.37,89.5,9.2,20.6,95.5,55562
472158,沖縄県,南城市,0.37,85.2,5.8,-,97.5,45928
473014,沖縄県,国頭村,0.20,87.1,7.4,-,92.3,4504
473022,沖縄県,大宜味村,0.38,83.7,8.3,-,96.6,3044
473031,沖縄県,東村,0.13,87.2,8.4,-,92.2,1752
473065,沖縄県,今帰仁村,0.26,80.5,7.4,12.2,90.4,9364
473081,沖縄県,本部町,0.35,92.7,10.3,-,93.3,13002
473111,沖縄県,恩納村,0.60,76.0,4.8,-,96.3,11298
473138,沖縄県,宜野座村,0.29,77.0,8.4,-,94.9,6303
473146,沖縄県,金武町,0.38,84.0,4.2,-,96.1,11451
473154,沖縄県,伊江村,0.15,80.2,5.0,-,92.6,4366
473243,沖縄県,読谷村,0.62,81.7,4.4,-,98.3,42041
473251,沖縄県,嘉手納町,0.60,76.7,0.6,-,96.2,13154
473260,沖縄県,北谷町,0.80,79.5,4.6,-,94.9,29056
473278,沖縄県,北中城村,0.65,81.0,5.6,41.4,98.9,17936
473286,沖縄県,中城村,0.62,77.9,5.7,143.6,99.8,22409
473294,沖縄県,西原町,0.64,85.3,6.8,13.2,97.6,35728
473481,沖縄県,与那原町,0.47,87.3,7.4,82.1,96.4,20003
473502,沖縄県,南風原町,0.63,83.0,9.6,30.6,99.5,40642
473537,沖縄県,渡嘉敷村,0.10,87.1,7.0,-,95.5,695
473545,沖縄県,座間味村,0.10,80.3,10.2,76.0,92.3,895
473553,沖縄県,粟国村,0.09,91.8,7.9,124.2,91.4,666
473561,沖縄県,渡名喜村,0.07,89.9,8.3,-,85.4,317
473570,沖縄県,南大東村,0.15,81.4,8.4,-,89.8,1210
473588,沖縄県,北大東村,0.10,79.3,8.2,-,91.0,542
473596,沖縄県,伊平屋村,0.09,81.1,3.5,104.1,91.9,1213
473600,沖縄県,伊是名村,0.10,86.4,6.4,-,95.4,1308
473618,沖縄県,久米島町,0.19,88.3,4.8,-,94.6,7413
473626,沖縄県,八重瀬町,0.43,82.4,8.5,8.7,97.0,32630
473758,沖縄県,多良間村,0.11,78.4,6.8,-,74.3,1085
473812,沖縄県,竹富町,0.14,87.1,7.0,114.6,95.6,4288
473821,沖縄県,与那国町,0.14,83.6,6.7,-,87.4,1725
全国市町村平均,,,0.49,92.2,5.5,8.8,－,1725
