団体コード,都道府県名,団体名,財政力指数,経常収支比率,実質公債費比率,将来負担比率,ラスパイレス指数,人口
075469,福島県,双葉町,0.70,66.3,4.4,-,86.9,5641
075477,福島県,浪江町,0.39,80.1,4.2,-,91.9,16208
075485,福島県,葛尾村,0.18,80.0,5.8,-,89.9,1335
075612,福島県,新地町,0.98,117.5,9.0,-,99.5,7812
075647,福島県,飯舘村,0.28,71.7,6.4,-,99.6,4996
082015,茨城県,水戸市,0.83,92.4,9.3,123.1,99.8,271156
082023,茨城県,日立市,0.81,90.1,▲ 0.4,-,98.9,172599
082031,茨城県,土浦市,0.86,86.6,4.4,14.5,94.8,141300
082040,茨城県,古河市,0.75,85.3,6.3,40.6,96.0,141371
082058,茨城県,石岡市,0.60,84.5,7.1,15.2,96.6,72680
082074,茨城県,結城市,0.73,83.9,6.9,39.9,97.7,50540
082082,茨城県,龍ケ崎市,0.75,85.3,5.2,-,97.6,76264
082104,茨城県,下妻市,0.67,85.4,7.6,68.5,95.9,42703
082112,茨城県,常総市,0.71,83.0,9.2,58.9,97.8,62057
082121,茨城県,常陸太田市,0.41,83.7,2.8,-,97.1,49236
082147,茨城県,高萩市,0.59,85.7,7.4,45.0,97.5,27414
082155,茨城県,北茨城市,0.68,88.7,11.0,109.4,97.2,41968
082163,茨城県,笠間市,0.59,85.1,6.8,-,95.7,74367
082171,茨城県,取手市,0.64,89.8,6.3,12.8,97.9,105967
082198,茨城県,牛久市,0.85,86.7,2.4,-,94.9,84497
082201,茨城県,つくば市,1.05,89.6,5.3,31.1,97.9,246541
082210,茨城県,ひたちなか市,0.95,91.9,9.8,80.6,98.4,157140
082228,茨城県,鹿嶋市,0.99,89.4,6.3,47.0,99.1,67031
082236,茨城県,潮来市,0.49,82.3,9.8,69.0,97.9,27279
082244,茨城県,守谷市,0.98,85.0,4.2,-,96.1,69966
082252,茨城県,常陸大宮市,0.42,87.8,8.7,21.1,98.1,40016
082261,茨城県,那珂市,0.63,85.9,3.9,-,99.0,54279
082279,茨城県,筑西市,0.67,83.4,7.7,52.5,98.9,102235
082287,茨城県,坂東市,0.64,85.3,6.7,64.8,98.4,52928
082295,茨城県,稲敷市,0.48,83.8,8.6,-,96.8,39111
082309,茨城県,かすみがうら市,0.59,83.5,9.7,51.5,98.1,40737
082317,茨城県,桜川市,0.48,80.9,7.8,40.9,97.8,39845
082325,茨城県,神栖市,1.38,91.4,3.5,23.4,97.7,95073
082333,茨城県,行方市,0.43,84.7,8.3,45.3,97.3,32956
082341,茨城県,鉾田市,0.46,87.9,8.6,-,98.9,47287
082350,茨城県,つくばみらい市,0.77,83.2,6.8,12.6,97.4,52469
082368,茨城県,小美玉市,0.60,85.5,6.7,42.3,98.5,49445
083020,茨城県,茨城町,0.58,80.6,6.6,23.5,97.3,31518
083097,茨城県,大洗町,0.69,90.2,6.4,82.9,96.9,16094
083101,茨城県,城里町,0.37,83.4,9.0,45.0,97.4,18618
083411,茨城県,東海村,1.36,83.9,3.7,-,101.1,38328
083640,茨城県,大子町,0.32,83.3,3.3,28.9,99.2,15833
084425,茨城県,美浦村,0.66,81.2,6.9,66.5,99.4,14745
084433,茨城県,阿見町,0.91,83.8,3.9,-,97.6,48395
084476,茨城県,河内町,0.35,83.6,6.3,-,95.3,8368
085219,茨城県,八千代町,0.63,82.9,6.8,38.2,99.5,21281
085421,茨城県,五霞町,0.84,90.7,10.7,26.6,95.0,8257
085464,茨城県,境町,0.68,84.6,13.7,71.8,95.6,24927
085642,茨城県,利根町,0.41,84.4,1.5,-,98.1,15556
092011,栃木県,宇都宮市,0.98,86.6,4.1,19.2,101.6,519136
092029,栃木県,足利市,0.76,86.7,5.6,-,99.4,144055
092037,栃木県,栃木市,0.72,89.0,8.5,20.9,99.4,156930
092045,栃木県,佐野市,0.72,89.3,1.8,-,98.6,116239
092053,栃木県,鹿沼市,0.70,85.2,1.9,-,99.2,95587
092061,栃木県,日光市,0.57,92.8,8.1,56.0,98.1,78784
092088,栃木県,小山市,0.97,84.7,6.0,85.3,98.9,167652
092096,栃木県,真岡市,0.84,86.2,4.6,-,99.9,79634
092100,栃木県,大田原市,0.64,89.2,6.0,51.9,99.4,70194
092118,栃木県,矢板市,0.67,85.0,8.8,29.1,99.6,31373
092134,栃木県,那須塩原市,0.79,89.5,3.1,-,99.0,117005
092142,栃木県,さくら市,0.73,87.8,7.9,-,97.3,44006
092151,栃木県,那須烏山市,0.45,83.8,6.4,-,97.9,25130
092169,栃木県,下野市,0.72,84.5,2.1,-,99.1,60202
093017,栃木県,上三川町,0.95,79.9,5.9,-,97.8,31177
093424,栃木県,益子町,0.55,85.3,6.7,21.1,96.8,22196
093432,栃木県,茂木町,0.38,82.9,8.1,11.6,97.6,12178
093441,栃木県,市貝町,0.74,81.3,5.6,-,98.5,11498
093459,栃木県,芳賀町,1.03,79.1,1.8,74.6,101.5,15651
093611,栃木県,壬生町,0.82,78.6,5.7,0.8,98.7,38831
093645,栃木県,野木町,0.81,90.2,7.0,8.9,97.2,25305
093840,栃木県,塩谷町,0.46,77.5,3.5,-,97.5,10557
093866,栃木県,高根沢町,0.77,74.1,0.8,-,96.7,29350
094072,栃木県,那須町,0.74,83.6,6.9,28.4,96.8,24538
094111,栃木県,那珂川町,0.40,85.4,8.3,-,96.2,15286
102016,群馬県,前橋市,0.80,89.3,8.0,55.6,99.4,333263
102024,群馬県,高崎市,0.83,90.8,4.5,33.6,99.8,370806
102032,群馬県,桐生市,0.57,90.9,4.5,-,99.6,106379
102041,群馬県,伊勢崎市,0.84,87.8,5.2,13.3,98.8,212536
102059,群馬県,太田市,0.97,87.4,5.6,30.2,99.9,223022
102067,群馬県,沼田市,0.51,92.7,6.6,62.8,98.6,46009
102075,群馬県,館林市,0.84,89.8,5.3,87.1,94.7,74940
102083,群馬県,渋川市,0.58,89.5,4.4,22.2,98.8,74856
102091,群馬県,藤岡市,0.66,84.6,7.0,-,100.3,63564
102105,群馬県,富岡市,0.64,87.6,7.6,-,99.1,47021
102113,群馬県,安中市,0.77,90.1,8.1,-,98.4,56078
102121,群馬県,みどり市,0.62,91.7,3.8,-,95.9,49768
103446,群馬県,榛東村,0.55,87.2,8.2,-,95.8,14577
103454,群馬県,吉岡町,0.69,82.5,7.6,6.3,98.0,22111
103667,群馬県,上野村,0.91,70.2,7.2,-,88.9,1138
103675,群馬県,神流町,0.13,86.2,6.6,-,92.6,1699
103829,群馬県,下仁田町,0.27,89.2,8.6,10.5,98.1,6782
103837,群馬県,南牧村,0.14,80.8,2.5,-,92.9,1636
103845,群馬県,甘楽町,0.47,81.0,7.6,13.0,96.7,12767
104213,群馬県,中之条町,0.37,87.4,10.5,-,96.6,15222
104248,群馬県,長野原町,0.45,77.1,10.3,-,99.7,5383
104256,群馬県,嬬恋村,0.44,85.7,9.8,-,97.7,9287
104264,群馬県,草津町,0.65,86.6,4.2,-,96.0,6152
104281,群馬県,高山村,0.33,79.7,6.8,-,96.0,3501
104299,群馬県,東吾妻町,0.38,87.0,11.4,27.2,98.3,12956
104434,群馬県,片品村,0.24,74.8,4.9,-,95.8,4185
104442,群馬県,川場村,0.24,74.4,8.4,30.8,96.4,3181
104485,群馬県,昭和村,0.44,76.1,5.1,-,97.7,7033
104493,群馬県,みなかみ町,0.41,90.9,10.7,-,97.2,17941
104647,群馬県,玉村町,0.75,86.7,3.8,-,98.1,36099
105210,群馬県,板倉町,0.63,82.1,6.2,-,95.5,14064
105228,群馬県,明和町,0.82,89.2,8.3,40.7,98.4,10953
105236,群馬県,千代田町,0.77,85.2,4.9,-,96.7,11096
105244,群馬県,大泉町,1.02,93.3,4.3,-,97.3,41658
105252,群馬県,邑楽町,0.76,85.9,6.4,-,98.2,26004
111007,埼玉県,さいたま市,0.97,92.5,6.5,18.9,101.8,1332226
112011,埼玉県,川越市,0.95,95.2,6.2,62.2,102.3,353235
112020,埼玉県,熊谷市,0.87,86.1,▲ 0.8,-,101.0,193820
112038,埼玉県,川口市,0.95,93.9,3.4,4.6,101.6,605545
112062,埼玉県,行田市,0.69,85.5,3.2,-,98.7,79324
112071,埼玉県,秩父市,0.56,82.6,3.4,13.7,99.8,60314
112089,埼玉県,所沢市,0.96,90.0,3.9,3.0,101.4,343637
112097,埼玉県,飯能市,0.75,85.5,4.2,26.1,98.3,78630
112101,埼玉県,加須市,0.74,87.9,4.5,-,99.1,112235
112119,埼玉県,本庄市,0.74,89.3,3.7,-,99.0,77720
112127,埼玉県,東松山市,0.85,88.4,3.2,18.6,98.6,90385
112143,埼玉県,春日部市,0.74,88.9,3.1,3.7,99.3,232864
112151,埼玉県,狭山市,0.89,85.5,5.3,-,100.6,149692
112160,埼玉県,羽生市,0.79,86.1,9.1,57.4,97.0,54051
112178,埼玉県,鴻巣市,0.69,90.2,4.1,8.0,101.1,117660
112186,埼玉県,深谷市,0.75,82.5,▲ 1.7,-,100.3,142383
112194,埼玉県,上尾市,0.89,89.5,4.8,-,101.0,230507
112216,埼玉県,草加市,0.91,87.9,3.9,9.7,100.6,250824
112224,埼玉県,越谷市,0.91,84.5,6.7,12.9,103.4,345047
112232,埼玉県,蕨市,0.86,83.1,5.0,-,101.6,75391
112241,埼玉県,戸田市,1.21,90.7,8.1,26.2,100.2,141324
112259,埼玉県,入間市,0.91,90.3,3.1,4.4,100.9,146309
112275,埼玉県,朝霞市,0.98,92.6,4.9,17.0,100.8,143585
112283,埼玉県,志木市,0.84,90.8,1.4,-,98.5,76595
112291,埼玉県,和光市,1.05,89.2,4.0,37.5,99.9,83746
112305,埼玉県,新座市,0.90,88.1,5.1,25.3,99.7,166108
112313,埼玉県,桶川市,0.78,86.9,5.5,32.3,99.9,74822
112321,埼玉県,久喜市,0.84,83.6,5.1,3.4,96.9,151669
112330,埼玉県,北本市,0.77,85.3,7.3,4.8,100.6,65817
112348,埼玉県,八潮市,1.01,84.8,6.0,23.3,100.0,92192
112356,埼玉県,富士見市,0.82,87.3,2.5,-,99.0,112420
112372,埼玉県,三郷市,0.94,89.2,8.0,53.2,98.5,143046
112381,埼玉県,蓮田市,0.75,85.1,4.3,-,99.3,61563
112399,埼玉県,坂戸市,0.81,85.8,6.8,9.8,99.6,99992
112402,埼玉県,幸手市,0.72,85.3,2.7,21.1,99.3,49721
112411,埼玉県,鶴ケ島市,0.85,89.4,6.5,-,97.6,70069
112429,埼玉県,日高市,0.86,88.9,3.4,-,98.9,54852
112437,埼玉県,吉川市,0.84,87.7,7.1,-,99.5,73182
112453,埼玉県,ふじみ野市,0.79,89.8,1.8,-,97.9,114279
112461,埼玉県,白岡市,0.83,87.4,5.5,-,98.3,52705
113018,埼玉県,伊奈町,0.85,84.6,6.3,-,99.6,45030
113247,埼玉県,三芳町,1.06,85.2,10.5,80.9,98.8,37942
113263,埼玉県,毛呂山町,0.61,88.2,8.6,28.0,96.6,32900
113271,埼玉県,越生町,0.50,84.8,4.4,8.9,96.2,11248
113417,埼玉県,滑川町,0.87,79.2,8.9,21.8,99.3,19670
113425,埼玉県,嵐山町,0.76,77.4,9.2,47.0,95.1,17630
113433,埼玉県,小川町,0.64,85.0,6.8,30.6,100.7,28647
113468,埼玉県,川島町,0.77,80.4,3.9,2.4,99.1,19345
113476,埼玉県,吉見町,0.66,76.9,5.6,6.4,98.6,18390
113484,埼玉県,鳩山町,0.56,80.5,10.9,90.1,96.7,13289
113492,埼玉県,ときがわ町,0.41,84.9,4.5,5.9,98.7,10759
113611,埼玉県,横瀬町,0.51,75.9,7.0,25.2,95.5,7976
113620,埼玉県,皆野町,0.41,76.2,6.7,-,93.2,9371
113638,埼玉県,長瀞町,0.39,74.9,12.1,39.6,93.7,6748
113654,埼玉県,小鹿野町,0.32,83.9,8.3,24.9,94.1,10893
113697,埼玉県,東秩父村,0.20,77.1,2.0,-,94.7,2635
113816,埼玉県,美里町,0.64,77.8,7.5,-,97.5,10994
113832,埼玉県,神川町,0.50,85.5,8.3,-,99.5,13173
113859,埼玉県,上里町,0.77,84.2,8.7,-,96.4,30702
114081,埼玉県,寄居町,0.81,77.2,3.4,24.1,97.5,32587
114421,埼玉県,宮代町,0.61,88.0,6.0,-,95.8,33664
114642,埼玉県,杉戸町,0.75,86.5,7.4,-,96.1,44219
114651,埼玉県,松伏町,0.63,78.7,5.9,8.8,98.4,28550
121002,千葉県,千葉市,0.91,95.7,11.2,116.0,100.9,976328
122025,千葉県,銚子市,0.61,84.8,12.0,92.8,99.1,57589
122033,千葉県,市川市,1.08,90.5,1.6,-,101.5,490843
122041,千葉県,船橋市,0.94,88.5,2.9,15.5,99.9,645718
122050,千葉県,館山市,0.56,89.6,5.5,26.7,99.4,45265
122068,千葉県,木更津市,0.86,89.8,3.8,0.3,101.7,136047
122076,千葉県,松戸市,0.88,87.9,1.4,3.3,101.1,496899
122084,千葉県,野田市,0.84,88.9,4.8,13.4,99.0,153807
122106,千葉県,茂原市,0.80,89.3,10.6,84.3,101.1,87814
122114,千葉県,成田市,1.29,89.2,8.6,99.4,100.6,130318
122122,千葉県,佐倉市,0.91,87.9,1.4,-,98.7,172232
122131,千葉県,東金市,0.69,85.6,3.1,32.7,101.6,57248
122157,千葉県,旭市,0.49,91.2,8.9,-,98.7,64009
122165,千葉県,習志野市,0.92,89.8,7.7,26.9,101.7,175372
122173,千葉県,柏市,0.94,87.2,2.3,-,102.7,431267
122181,千葉県,勝浦市,0.47,91.9,7.0,39.0,100.1,16386
122190,千葉県,市原市,1.05,88.8,5.3,11.9,100.9,271740
122203,千葉県,流山市,0.94,81.2,1.1,45.1,103.0,204512
122211,千葉県,八千代市,0.94,92.2,5.9,5.5,101.4,203354
122220,千葉県,我孫子市,0.79,88.2,1.6,-,99.3,131402
122238,千葉県,鴨川市,0.51,92.4,9.4,86.6,100.2,31842
122246,千葉県,鎌ケ谷市,0.76,92.4,4.7,36.8,100.9,109871
122254,千葉県,君津市,1.03,89.9,3.3,27.7,100.3,82103
122262,千葉県,富津市,0.91,85.8,8.2,46.2,102.9,42665
122271,千葉県,浦安市,1.46,89.9,8.2,37.1,101.5,168658
122289,千葉県,四街道市,0.79,83.5,1.8,-,100.0,95851
122297,千葉県,袖ケ浦市,1.09,89.5,2.5,6.6,100.5,65360
122301,千葉県,八街市,0.65,92.1,6.5,30.4,99.2,67739
122319,千葉県,印西市,1.04,86.0,0.2,2.2,99.6,107633
122327,千葉県,白井市,0.87,84.2,4.4,32.7,101.3,62726
122335,千葉県,富里市,0.79,86.7,7.4,5.0,99.1,49404
122343,千葉県,南房総市,0.31,93.0,8.8,-,98.0,36268
122351,千葉県,匝瑳市,0.48,87.9,6.4,15.5,101.3,34932
122360,千葉県,香取市,0.52,84.3,8.5,19.1,100.5,73129
122378,千葉県,山武市,0.49,89.4,6.6,-,102.0,49491
122386,千葉県,いすみ市,0.41,84.3,7.0,22.8,99.9,36575
122394,千葉県,大網白里市,0.61,94.6,8.9,60.4,99.6,48679
123226,千葉県,酒々井町,0.78,89.7,5.8,15.2,98.0,20460
123293,千葉県,栄町,0.56,89.1,5.0,-,97.6,20086
123421,千葉県,神崎町,0.42,79.9,4.2,-,99.4,5806
123471,千葉県,多古町,0.56,84.8,5.7,-,100.5,14035
123498,千葉県,東庄町,0.44,81.2,6.1,-,99.5,13375
124036,千葉県,九十九里町,0.44,79.8,7.4,11.5,101.6,14953
124095,千葉県,芝山町,0.98,80.6,6.6,-,104.3,6998
124109,千葉県,横芝光町,0.46,84.8,5.8,-,99.6,23041
124214,千葉県,一宮町,0.55,80.1,5.1,-,101.0,12344
124222,千葉県,睦沢町,0.40,79.4,6.2,21.2,97.3,6870
124231,千葉県,長生村,0.52,80.3,9.0,42.2,101.9,13874
124249,千葉県,白子町,0.46,74.4,4.5,-,100.2,10847
124265,千葉県,長柄町,0.54,81.5,6.1,5.4,99.7,6588
124273,千葉県,長南町,0.42,77.5,6.1,-,100.6,7594
124419,千葉県,大多喜町,0.42,81.6,4.1,-,98.7,8544
124435,千葉県,御宿町,0.41,86.7,4.2,16.4,96.1,7201
124630,千葉県,鋸南町,0.28,79.3,9.7,20.4,100.6,7183
131016,東京都,千代田区,0.87,73.4,▲ 0.6,-,99.2,67049
131024,東京都,中央区,0.68,67.8,0.0,-,101.3,171419
131032,東京都,港区,1.22,71.9,▲ 1.4,-,98.8,257183
131041,東京都,新宿区,0.67,80.5,▲ 3.2,-,98.3,341222
131059,東京都,文京区,0.64,79.5,▲ 4.4,-,99.0,226332
131067,東京都,台東区,0.48,83.4,▲ 2.7,-,97.9,203709
131075,東京都,墨田区,0.42,79.9,▲ 1.2,-,98.9,275724
131083,東京都,江東区,0.50,76.5,▲ 3.5,-,98.7,525952
131091,東京都,品川区,0.56,74.8,▲ 4.4,-,99.4,403699
131105,東京都,目黒区,0.74,78.3,▲ 4.0,-,99.5,278276
131113,東京都,大田区,0.55,82.5,▲ 2.6,-,100.6,728703
131121,東京都,世田谷区,0.71,80.5,▲ 3.6,-,100.2,916208
131130,東京都,渋谷区,0.96,69.3,▲ 3.8,-,98.1,229013
131148,東京都,中野区,0.51,72.7,▲ 4.0,-,99.8,332017
131156,東京都,杉並区,0.62,82.8,▲ 5.2,-,98.9,569703
131164,東京都,豊島区,0.54,81.2,▲ 1.5,-,98.4,283342
131172,東京都,北区,0.40,82.9,▲ 2.9,-,98.4,351278
131181,東京都,荒川区,0.35,83.5,▲ 1.4,-,96.7,215543
131199,東京都,板橋区,0.44,79.1,▲ 4.4,-,98.2,567214
131202,東京都,練馬区,0.47,84.8,▲ 2.5,-,99.6,738358
131211,東京都,足立区,0.37,77.0,▲ 3.8,-,99.7,689106
131229,東京都,葛飾区,0.35,78.4,▲ 1.8,-,98.3,462083
131237,東京都,江戸川区,0.41,75.5,▲ 5.7,-,97.8,689739
132012,東京都,八王子市,0.93,85.7,▲ 0.6,-,97.9,561758
132021,東京都,立川市,1.14,86.8,1.8,-,98.6,185124
132039,東京都,武蔵野市,1.48,84.2,▲ 1.1,-,100.8,148025
132047,東京都,三鷹市,1.14,91.5,0.8,-,99.7,190590
132055,東京都,青梅市,0.82,93.1,2.4,-,99.7,131124
132063,東京都,府中市,1.18,85.1,3.2,-,99.2,260253
132071,東京都,昭島市,0.97,84.1,0.4,-,100.1,113829
132080,東京都,調布市,1.17,89.8,0.7,8.2,99.4,237939
132098,東京都,町田市,0.95,86.7,0.9,-,99.3,430385
132101,東京都,小金井市,1.01,92.2,1.6,-,99.3,124617
132110,東京都,小平市,0.95,83.1,2.0,-,101.0,195361
132128,東京都,日野市,0.94,87.6,▲ 2.4,13.8,98.5,187304
132136,東京都,東村山市,0.78,86.7,2.4,-,100.4,151695
132144,東京都,国分寺市,1.04,94.3,▲ 0.6,5.7,99.1,127792
132152,東京都,国立市,0.99,97.4,0.7,-,100.2,76317
132187,東京都,福生市,0.74,85.7,▲ 3.0,-,100.4,56274
132195,東京都,狛江市,0.86,87.7,1.4,-,99.0,83022
132209,東京都,東大和市,0.82,90.8,▲ 1.5,-,99.9,85285
132217,東京都,清瀬市,0.67,88.5,3.9,37.2,101.1,74948
132225,東京都,東久留米市,0.82,89.0,▲ 0.1,-,99.6,117091
132233,東京都,武蔵村山市,0.81,88.3,0.8,-,96.8,71872
132241,東京都,多摩市,1.12,85.5,2.9,-,99.8,147528
132250,東京都,稲城市,0.94,88.2,3.1,19.5,99.9,93007
132276,東京都,羽村市,0.96,91.4,0.6,0.3,101.0,54609
132284,東京都,あきる野市,0.70,92.3,6.0,33.1,99.1,80112
132292,東京都,西東京市,0.89,89.5,2.3,8.6,99.5,205805
133035,東京都,瑞穂町,1.00,85.2,0.6,-,99.8,32328
133051,東京都,日の出町,0.68,97.2,4.1,-,96.3,16549
133078,東京都,檜原村,0.17,73.4,1.9,-,99.5,2069
133086,東京都,奥多摩町,0.28,72.4,7.3,-,96.9,4897
133612,東京都,大島町,0.30,87.4,11.8,95.5,90.3,7262
133621,東京都,利島村,0.13,84.9,6.4,-,92.5,332
133639,東京都,新島村,0.20,73.5,6.1,-,89.6,2547
133647,東京都,神津島村,0.21,66.7,2.9,-,94.0,1877
133817,東京都,三宅村,0.22,69.1,6.2,-,90.4,2362
133825,東京都,御蔵島村,0.12,77.5,5.6,-,79.6,299
134015,東京都,八丈町,0.28,78.3,12.0,-,88.2,7128
134023,東京都,青ヶ島村,0.17,95.2,▲ 0.9,-,84.0,170
134210,東京都,小笠原村,0.25,69.9,4.1,-,93.9,2575
141003,神奈川県,横浜市,0.96,95.1,10.6,129.9,99.9,3755793
141305,神奈川県,川崎市,1.02,97.4,8.5,123.4,100.6,1522390
141500,神奈川県,相模原市,0.86,93.3,2.7,14.2,99.0,719112
142018,神奈川県,横須賀市,0.79,95.2,5.9,22.2,100.5,392817
142034,神奈川県,平塚市,0.96,90.2,3.7,25.2,97.4,255987
142042,神奈川県,鎌倉市,1.07,99.9,1.1,-,99.2,177051
142051,神奈川県,藤沢市,1.06,92.7,4.0,51.2,101.2,443053
142069,神奈川県,小田原市,0.95,87.9,2.1,30.0,100.2,188739
142077,神奈川県,茅ヶ崎市,0.94,95.9,1.9,33.8,99.4,245852
142085,神奈川県,逗子市,0.83,85.6,6.3,11.7,97.5,59391
142107,神奈川県,三浦市,0.59,95.2,12.4,96.9,96.8,41817
142115,神奈川県,秦野市,0.85,88.2,1.3,19.3,102.0,159985
142123,神奈川県,厚木市,1.20,90.8,2.7,42.0,100.0,223451
142131,神奈川県,大和市,0.96,92.2,2.8,34.5,95.7,242937
142140,神奈川県,伊勢原市,0.95,91.3,7.5,42.4,99.9,99795
142158,神奈川県,海老名市,1.04,89.6,3.7,28.7,101.7,136965
142166,神奈川県,座間市,0.88,92.8,0.5,13.2,102.8,131709
142174,神奈川県,南足柄市,0.85,91.3,3.3,-,102.9,41254
142182,神奈川県,綾瀬市,0.90,89.9,4.7,8.2,100.8,84445
143014,神奈川県,葉山町,0.86,83.9,▲ 2.5,-,102.0,32864
143219,神奈川県,寒川町,1.06,91.0,3.1,-,100.2,49064
143413,神奈川県,大磯町,0.83,82.3,4.8,20.8,94.5,32464
143421,神奈川県,二宮町,0.70,88.5,4.8,5.8,97.0,28183
143618,神奈川県,中井町,0.97,74.3,0.9,-,95.3,9099
143626,神奈川県,大井町,0.79,81.4,▲ 2.7,-,97.0,17351
143634,神奈川県,松田町,0.61,81.3,5.7,33.9,98.6,10756
143642,神奈川県,山北町,0.54,87.9,8.8,25.0,102.8,9783
143669,神奈川県,開成町,0.89,73.5,5.1,23.8,99.7,18386
143821,神奈川県,箱根町,1.39,99.6,12.3,82.3,98.8,11032
143839,神奈川県,真鶴町,0.43,88.4,12.0,106.0,92.9,6984
143847,神奈川県,湯河原町,0.68,92.2,4.7,70.5,99.5,24151
144011,神奈川県,愛川町,1.00,89.7,▲ 0.8,-,102.0,39690
144029,神奈川県,清川村,0.89,75.2,▲ 1.9,-,93.8,2860
151009,新潟県,新潟市,0.67,92.3,11.0,124.0,99.0,779613
152021,新潟県,長岡市,0.61,89.8,5.9,65.3,96.7,263728
152048,新潟県,三条市,0.56,88.4,15.4,113.8,93.7,94521
152056,新潟県,柏崎市,0.68,90.4,9.3,18.5,98.3,80297
152064,新潟県,新発田市,0.48,83.2,6.7,51.9,95.7,95147
152081,新潟県,小千谷市,0.55,81.3,10.0,33.9,94.9,34062
152099,新潟県,加茂市,0.41,89.5,9.1,99.0,92.6,25625
152102,新潟県,十日町市,0.33,93.1,12.2,106.2,96.9,50164
152111,新潟県,見附市,0.57,94.6,10.5,93.1,95.6,39500
152129,新潟県,村上市,0.34,85.5,12.3,92.9,93.4,57111
152137,新潟県,燕市,0.62,90.2,12.9,94.3,95.5,78111
152161,新潟県,糸魚川市,0.47,88.0,11.1,72.3,93.7,40534
152170,新潟県,妙高市,0.42,83.3,6.5,-,93.6,30828
152188,新潟県,五泉市,0.43,84.5,8.1,53.2,94.7,48091
152226,新潟県,上越市,0.60,90.2,10.6,67.9,98.6,187021
152234,新潟県,阿賀野市,0.41,85.6,8.5,96.5,96.1,40860
152242,新潟県,佐渡市,0.23,91.1,12.0,117.1,91.9,51915
152251,新潟県,魚沼市,0.28,89.7,8.3,19.3,93.7,34363
152269,新潟県,南魚沼市,0.41,86.4,11.7,31.6,93.4,54605
152277,新潟県,胎内市,0.46,92.7,12.5,127.8,92.3,28043
153079,新潟県,聖籠町,1.07,82.2,9.6,13.8,96.1,14115
153427,新潟県,弥彦村,0.39,70.7,13.2,49.8,94.0,7802
153613,新潟県,田上町,0.39,79.3,8.2,30.6,91.5,11197
153851,新潟県,阿賀町,0.20,91.3,12.8,81.6,91.8,10090
154059,新潟県,出雲崎町,0.24,78.7,9.2,-,93.7,4193
154610,新潟県,湯沢町,0.95,86.9,7.0,28.6,92.8,8002
154822,新潟県,津南町,0.26,73.9,10.7,35.7,93.9,9057
155047,新潟県,刈羽村,1.33,66.2,▲ 2.3,-,95.8,4374
155811,新潟県,関川村,0.23,81.1,10.9,23.5,92.4,5162
155861,新潟県,粟島浦村,0.11,74.2,6.2,-,82.4,338
162019,富山県,富山市,0.81,86.7,7.5,104.8,100.8,411222
162027,富山県,高岡市,0.74,82.7,12.2,120.7,97.3,167216
162043,富山県,魚津市,0.68,82.8,10.7,79.7,97.9,40477
162051,富山県,氷見市,0.47,81.4,11.5,41.9,97.6,44906
162060,富山県,滑川市,0.74,78.1,5.0,-,99.0,33039
162078,富山県,黒部市,0.65,84.8,10.9,111.5,98.6,40497
162086,富山県,砺波市,0.58,90.6,13.1,29.1,97.5,47626
162094,富山県,小矢部市,0.59,82.2,14.1,169.5,95.2,28977
162108,富山県,南砺市,0.34,89.7,5.4,-,96.2,48624
162116,富山県,射水市,0.67,86.7,8.8,78.7,97.0,91780
163210,富山県,舟橋村,0.35,75.5,10.3,74.0,90.9,3274
163228,富山県,上市町,0.46,84.6,14.9,69.9,94.5,19638
163236,富山県,立山町,0.47,80.6,11.2,73.1,97.1,25174
163422,富山県,入善町,0.54,81.3,14.0,14.2,95.5,23576
163431,富山県,朝日町,0.36,83.2,10.3,-,93.6,11293
172014,石川県,金沢市,0.88,84.2,4.4,38.9,99.4,448702
172022,石川県,七尾市,0.43,89.2,11.7,73.5,94.4,50182
172031,石川県,小松市,0.69,88.8,11.9,118.8,97.0,106877
172049,石川県,輪島市,0.23,94.0,12.0,74.3,97.6,24904
172057,石川県,珠洲市,0.22,90.7,13.6,28.8,97.0,13334
172065,石川県,加賀市,0.57,89.2,9.1,96.6,97.3,64276
172073,石川県,羽咋市,0.42,86.6,7.1,-,94.5,20570
172090,石川県,かほく市,0.42,89.0,10.8,41.6,92.9,35854
172103,石川県,白山市,0.67,88.2,11.0,114.6,97.9,113136
172111,石川県,能美市,0.67,88.4,3.7,-,96.5,49769
172120,石川県,野々市市,0.83,89.8,7.0,10.6,99.0,53981
173240,石川県,川北町,0.60,89.6,9.0,7.4,91.7,6161
173614,石川県,津幡町,0.56,85.6,7.7,61.7,94.4,37569
173657,石川県,内灘町,0.52,83.3,8.1,73.0,94.5,26276
173843,石川県,志賀町,0.57,90.9,8.6,-,93.7,19178
173860,石川県,宝達志水町,0.39,85.7,6.5,24.3,90.9,12541
174076,石川県,中能登町,0.30,89.8,11.3,13.8,90.8,17351
174611,石川県,穴水町,0.25,84.7,8.7,79.9,90.8,7754
174637,石川県,能登町,0.20,87.2,5.5,44.9,94.8,16086
182010,福井県,福井市,0.81,87.0,10.5,50.6,100.0,259642
182028,福井県,敦賀市,0.90,91.2,5.3,-,97.3,64333
182044,福井県,小浜市,0.42,91.4,11.7,102.7,96.0,28622
182052,福井県,大野市,0.41,90.1,8.0,23.3,97.1,31622
182061,福井県,勝山市,0.42,85.0,8.4,58.0,94.5,22144
182079,福井県,鯖江市,0.67,85.3,6.0,-,96.8,69400
