団体コード,都道府県名,団体名,財政力指数,経常収支比率,実質公債費比率,将来負担比率,ラスパイレス指数,人口
284424,兵庫県,市川町,0.38,85.4,8.9,79.9,97.5,11426
284432,兵庫県,福崎町,0.70,85.8,9.8,60.3,98.7,18857
284467,兵庫県,神河町,0.37,85.3,12.5,36.9,97.0,10884
284645,兵庫県,太子町,0.66,85.9,9.6,40.2,97.5,33815
284815,兵庫県,上郡町,0.51,87.2,15.6,139.0,95.9,14313
285013,兵庫県,佐用町,0.29,81.7,0.4,-,96.4,15869
285854,兵庫県,香美町,0.23,81.6,9.0,49.7,94.5,16452
285862,兵庫県,新温泉町,0.25,84.8,11.0,65.0,95.8,13634
292010,奈良県,奈良市,0.75,91.1,9.9,103.7,99.8,353158
292028,奈良県,大和高田市,0.48,90.9,7.5,38.2,97.0,63298
292036,奈良県,大和郡山市,0.69,90.6,9.6,11.0,97.2,84644
292044,奈良県,天理市,0.58,93.3,10.4,50.8,100.0,63173
292052,奈良県,橿原市,0.71,89.9,3.0,38.3,98.1,120467
292061,奈良県,桜井市,0.53,92.9,6.7,84.0,100.1,55760
292079,奈良県,五條市,0.34,90.7,10.8,109.0,96.8,28744
292087,奈良県,御所市,0.40,94.2,11.3,86.3,98.4,24515
292095,奈良県,生駒市,0.79,84.4,3.9,-,100.1,118485
292109,奈良県,香芝市,0.68,86.6,12.3,52.2,99.9,78981
292117,奈良県,葛城市,0.51,93.9,9.0,38.6,96.1,37755
292125,奈良県,宇陀市,0.28,92.8,12.7,86.1,98.9,28590
293229,奈良県,山添村,0.27,79.0,3.9,-,96.9,3307
293423,奈良県,平群町,0.45,89.9,16.0,183.3,94.1,18582
293431,奈良県,三郷町,0.47,85.8,1.7,52.1,96.5,22750
293440,奈良県,斑鳩町,0.52,89.5,7.3,24.9,99.2,28249
293458,奈良県,安堵町,0.37,93.4,5.9,8.1,94.6,7153
293610,奈良県,川西町,0.46,82.5,7.5,-,93.0,8370
293628,奈良県,三宅町,0.29,80.7,10.3,0.1,92.9,6654
293636,奈良県,田原本町,0.57,93.0,10.8,49.3,97.6,31771
293857,奈良県,曽爾村,0.13,76.8,5.3,-,95.0,1361
293865,奈良県,御杖村,0.13,71.1,3.2,-,94.1,1506
294012,奈良県,高取町,0.31,83.3,8.7,62.5,96.9,6415
294021,奈良県,明日香村,0.23,85.6,4.1,13.8,97.2,5381
294241,奈良県,上牧町,0.47,91.7,13.7,85.9,93.0,21910
294250,奈良県,王寺町,0.61,87.3,6.2,-,95.4,24183
294268,奈良県,広陵町,0.61,91.5,8.1,29.0,97.6,35204
294276,奈良県,河合町,0.51,90.1,15.7,164.9,89.4,17277
294411,奈良県,吉野町,0.24,85.0,7.8,80.3,91.7,6471
294420,奈良県,大淀町,0.43,85.3,8.2,6.1,96.0,16770
294438,奈良県,下市町,0.21,79.4,11.5,21.7,94.6,4910
294446,奈良県,黒滝村,0.13,89.0,5.8,-,96.3,657
294462,奈良県,天川村,0.14,83.4,10.7,-,90.3,1302
294471,奈良県,野迫川村,0.13,88.5,12.7,6.0,92.0,347
294497,奈良県,十津川村,0.23,81.1,7.9,-,91.2,3050
294501,奈良県,下北山村,0.22,80.4,6.6,-,91.9,832
294519,奈良県,上北山村,0.12,86.8,3.6,-,92.5,472
294527,奈良県,川上村,0.26,79.7,7.2,-,97.3,1285
294535,奈良県,東吉野村,0.13,80.8,9.6,-,92.9,1639
302015,和歌山県,和歌山市,0.81,91.5,9.6,107.7,99.2,362662
302023,和歌山県,海南市,0.53,95.0,7.3,74.1,94.7,48717
302031,和歌山県,橋本市,0.46,98.9,13.1,64.6,98.3,61019
302040,和歌山県,有田市,0.52,94.3,7.4,-,95.7,26713
302058,和歌山県,御坊市,0.52,96.6,12.4,97.0,98.1,22386
302066,和歌山県,田辺市,0.38,92.6,8.6,-,99.7,70880
302074,和歌山県,新宮市,0.36,91.4,13.3,15.8,97.2,27420
302082,和歌山県,紀の川市,0.40,91.2,5.0,-,98.4,60559
302091,和歌山県,岩出市,0.63,80.7,4.0,-,93.0,54161
303046,和歌山県,紀美野町,0.22,94.8,9.0,45.4,93.4,8302
303411,和歌山県,かつらぎ町,0.35,91.3,9.3,37.6,96.8,16137
303437,和歌山県,九度山町,0.20,88.5,11.4,30.6,93.8,3981
303445,和歌山県,高野町,0.20,77.9,4.2,-,88.8,2794
303615,和歌山県,湯浅町,0.34,87.5,8.3,-,93.2,11397
303623,和歌山県,広川町,0.30,85.6,6.3,-,94.6,6761
303666,和歌山県,有田川町,0.34,87.6,12.7,-,96.3,25909
303810,和歌山県,美浜町,0.29,87.0,6.9,20.8,98.0,6757
303828,和歌山県,日高町,0.30,90.8,9.5,64.5,96.8,7959
303836,和歌山県,由良町,0.29,83.2,12.1,150.1,94.9,5430
303909,和歌山県,印南町,0.33,72.2,5.5,-,98.4,8007
303917,和歌山県,みなべ町,0.32,83.7,9.9,24.0,92.8,12116
303925,和歌山県,日高川町,0.24,84.6,10.1,-,94.2,9509
304018,和歌山県,白浜町,0.44,90.1,8.8,46.5,96.5,20675
304042,和歌山県,上富田町,0.49,81.8,13.1,15.2,97.4,15685
304069,和歌山県,すさみ町,0.19,86.9,8.0,-,98.7,3713
304212,和歌山県,那智勝浦町,0.32,88.3,7.8,26.7,98.1,14386
304221,和歌山県,太地町,0.17,90.7,5.9,17.2,94.8,2939
304247,和歌山県,古座川町,0.15,76.2,5.7,-,100.5,2529
304271,和歌山県,北山村,0.13,83.2,6.3,-,97.4,421
304280,和歌山県,串本町,0.26,90.3,11.2,78.6,94.4,15160
312011,鳥取県,鳥取市,0.51,85.6,8.9,63.8,97.0,184557
312029,鳥取県,米子市,0.67,87.1,8.0,68.6,96.6,146899
312037,鳥取県,倉吉市,0.43,86.4,10.0,66.4,95.7,45574
312045,鳥取県,境港市,0.55,83.8,10.8,109.8,96.1,33281
313025,鳥取県,岩美町,0.26,83.1,10.1,7.0,92.1,11145
313254,鳥取県,若桜町,0.13,84.2,7.2,-,95.2,2941
313289,鳥取県,智頭町,0.20,91.3,11.3,74.0,94.6,6572
313297,鳥取県,八頭町,0.23,86.3,9.2,19.8,92.7,16412
313645,鳥取県,三朝町,0.23,79.0,7.9,-,92.4,6189
313700,鳥取県,湯梨浜町,0.27,85.3,7.6,10.2,92.4,16651
313718,鳥取県,琴浦町,0.30,89.1,13.7,71.3,94.5,16714
313726,鳥取県,北栄町,0.29,83.4,10.4,64.8,93.6,14692
313840,鳥取県,日吉津村,0.57,75.2,11.6,-,94.6,3575
313866,鳥取県,大山町,0.26,87.9,10.1,-,93.5,15625
313891,鳥取県,南部町,0.26,86.8,10.1,11.9,91.6,10503
313904,鳥取県,伯耆町,0.28,83.5,6.7,-,94.3,10624
314013,鳥取県,日南町,0.17,89.8,6.8,-,94.0,4251
314021,鳥取県,日野町,0.18,77.8,6.0,-,91.7,2916
314030,鳥取県,江府町,0.29,80.9,13.5,81.1,90.3,2685
322016,島根県,松江市,0.57,90.0,10.4,66.9,98.8,199432
322024,島根県,浜田市,0.39,88.9,10.9,29.4,98.1,51546
322032,島根県,出雲市,0.56,82.6,12.6,155.4,98.4,174693
322041,島根県,益田市,0.39,86.4,11.5,84.3,99.6,44976
322059,島根県,大田市,0.28,90.6,12.1,88.3,98.2,33243
322067,島根県,安来市,0.36,90.1,14.7,106.2,99.4,37116
322075,島根県,江津市,0.34,89.7,12.0,79.3,98.7,22493
322091,島根県,雲南市,0.25,94.3,11.1,98.0,99.2,36373
323438,島根県,奥出雲町,0.17,86.9,14.8,130.8,91.9,11923
323861,島根県,飯南町,0.13,92.5,9.4,45.5,99.2,4656
324418,島根県,川本町,0.16,84.3,9.0,13.3,97.2,3162
324485,島根県,美郷町,0.14,84.1,12.3,89.7,97.7,4353
324493,島根県,邑南町,0.17,90.3,14.1,80.6,97.7,10194
325015,島根県,津和野町,0.16,81.8,9.6,95.1,98.1,6964
325058,島根県,吉賀町,0.17,81.6,7.1,53.5,99.6,5948
325252,島根県,海士町,0.10,83.4,9.8,76.1,96.9,2242
325261,島根県,西ノ島町,0.11,83.8,12.7,74.3,98.8,2668
325279,島根県,知夫村,0.07,88.6,10.5,88.3,97.7,624
325287,島根県,隠岐の島町,0.20,86.1,10.4,124.4,99.3,13725
331007,岡山県,岡山市,0.77,85.5,5.1,-,100.5,704487
332020,岡山県,倉敷市,0.86,86.1,2.9,3.3,101.3,479861
332038,岡山県,津山市,0.53,88.0,12.4,100.5,99.5,98811
332046,岡山県,玉野市,0.56,87.8,4.0,-,99.8,56799
332054,岡山県,笠岡市,0.57,87.1,6.5,51.0,100.0,46270
332071,岡山県,井原市,0.41,83.6,9.0,2.1,99.7,38818
332089,岡山県,総社市,0.59,83.7,7.2,-,98.3,69837
332097,岡山県,高梁市,0.31,91.0,11.9,70.9,98.1,28466
332101,岡山県,新見市,0.25,83.1,8.8,24.2,98.6,27833
332119,岡山県,備前市,0.43,89.4,9.9,-,97.8,32667
332127,岡山県,瀬戸内市,0.57,81.8,8.6,18.3,96.6,36667
332135,岡山県,赤磐市,0.45,86.2,7.2,-,95.9,43602
332143,岡山県,真庭市,0.29,86.4,10.3,-,98.1,43424
332151,岡山県,美作市,0.27,86.0,11.3,-,97.3,26531
332160,岡山県,浅口市,0.44,87.1,8.8,-,98.7,33607
333468,岡山県,和気町,0.31,82.0,8.3,34.4,97.1,13689
334235,岡山県,早島町,0.71,84.8,6.5,-,96.8,12726
334456,岡山県,里庄町,0.56,80.2,7.3,-,94.5,11062
334618,岡山県,矢掛町,0.34,82.9,9.1,-,98.4,13698
335860,岡山県,新庄村,0.20,71.0,5.0,-,95.1,873
336068,岡山県,鏡野町,0.30,84.3,11.5,30.5,95.1,12610
336220,岡山県,勝央町,0.50,77.3,13.6,30.0,97.8,10981
336238,岡山県,奈義町,0.32,81.2,8.2,-,95.1,5768
336432,岡山県,西粟倉村,0.12,89.7,10.6,26.6,94.7,1395
336637,岡山県,久米南町,0.23,79.0,12.5,6.9,95.2,4605
336661,岡山県,美咲町,0.25,79.7,9.8,14.6,95.3,13513
336815,岡山県,吉備中央町,0.28,79.0,8.3,-,95.5,10680
341002,広島県,広島市,0.81,94.8,10.9,158.9,99.8,1189149
342025,広島県,呉市,0.59,92.6,6.9,56.0,98.6,213008
342033,広島県,竹原市,0.64,85.9,8.3,64.5,96.8,24071
342041,広島県,三原市,0.54,91.3,7.7,34.0,97.4,90320
342050,広島県,尾道市,0.54,89.4,6.7,18.1,100.8,131887
342076,広島県,福山市,0.80,82.8,1.5,-,100.7,463324
342084,広島県,府中市,0.45,90.6,9.7,66.0,99.5,37226
342092,広島県,三次市,0.34,94.0,6.7,30.1,97.3,50398
342106,広島県,庄原市,0.26,92.6,11.0,100.4,96.7,33368
342114,広島県,大竹市,0.78,90.6,13.8,136.8,99.3,26339
342122,広島県,東広島市,0.85,85.0,1.6,-,100.3,189039
342131,広島県,廿日市市,0.61,89.8,5.0,74.0,98.3,116649
342149,広島県,安芸高田市,0.32,88.6,12.3,83.9,99.9,27531
342157,広島県,江田島市,0.30,91.2,7.0,11.7,99.3,21770
343021,広島県,府中町,0.84,92.3,6.8,99.3,99.3,52935
343048,広島県,海田町,0.79,81.7,5.7,-,96.9,30408
343072,広島県,熊野町,0.51,88.1,5.8,-,95.4,23584
343099,広島県,坂町,0.69,80.5,3.5,-,95.3,12943
343684,広島県,安芸太田町,0.20,86.8,12.3,19.6,96.3,5840
343692,広島県,北広島町,0.35,85.1,13.7,57.3,97.8,17797
344311,広島県,大崎上島町,0.36,86.7,12.7,-,95.9,7153
344621,広島県,世羅町,0.32,86.7,9.7,6.5,98.3,15452
345458,広島県,神石高原町,0.21,73.4,5.6,-,96.0,8496
352012,山口県,下関市,0.54,93.5,10.1,64.1,99.7,253996
352021,山口県,宇部市,0.72,87.5,2.7,26.9,100.0,161767
352039,山口県,山口市,0.63,89.8,5.6,60.7,99.6,189576
352047,山口県,萩市,0.32,87.9,5.6,-,98.7,44575
352063,山口県,防府市,0.80,88.5,3.2,-,99.6,114427
352071,山口県,下松市,0.87,89.5,4.1,21.6,99.5,57294
352080,山口県,岩国市,0.56,90.2,4.2,-,97.6,130340
352101,山口県,光市,0.65,91.0,6.0,12.7,98.4,49870
352110,山口県,長門市,0.33,90.4,6.1,9.3,97.2,32336
352128,山口県,柳井市,0.51,90.8,9.2,47.8,97.6,30550
352136,山口県,美祢市,0.38,90.3,8.1,25.2,99.5,22756
352152,山口県,周南市,0.78,86.7,9.0,66.0,101.6,139488
352161,山口県,山陽小野田市,0.59,89.5,7.8,54.1,100.2,60850
353051,山口県,周防大島町,0.17,92.4,12.2,27.1,95.3,14808
353213,山口県,和木町,0.68,89.9,5.8,32.7,97.4,6076
353418,山口県,上関町,0.12,83.2,8.1,-,93.0,2505
353434,山口県,田布施町,0.46,87.5,10.5,26.1,98.1,14741
353442,山口県,平生町,0.41,82.1,12.5,121.6,96.0,11385
355020,山口県,阿武町,0.16,73.0,▲ 0.9,-,96.8,3118
362018,徳島県,徳島市,0.80,92.0,5.9,51.4,99.2,250723
362026,徳島県,鳴門市,0.62,93.9,12.5,87.6,96.6,55466
362034,徳島県,小松島市,0.57,90.9,13.2,95.4,98.9,36391
362042,徳島県,阿南市,0.79,81.6,5.0,-,97.8,70785
362051,徳島県,吉野川市,0.37,88.3,7.4,17.2,100.1,39543
362069,徳島県,阿波市,0.35,91.5,7.8,-,99.2,35878
362077,徳島県,美馬市,0.30,92.7,9.4,22.9,99.7,27771
362085,徳島県,三好市,0.22,88.0,6.7,-,98.2,24115
363014,徳島県,勝浦町,0.24,83.2,4.9,-,95.4,4962
363022,徳島県,上勝町,0.13,83.0,4.8,-,95.0,1457
363219,徳島県,佐那河内村,0.16,74.7,1.8,-,98.6,2203
363413,徳島県,石井町,0.52,87.3,5.6,-,99.3,25310
363421,徳島県,神山町,0.21,73.3,2.7,-,96.4,4978
363685,徳島県,那賀町,0.19,85.0,8.9,-,95.3,7716
363839,徳島県,牟岐町,0.16,87.9,8.6,18.1,95.8,3832
363871,徳島県,美波町,0.16,91.7,6.5,16.2,94.8,6230
363880,徳島県,海陽町,0.19,80.3,1.5,-,91.1,8768
364011,徳島県,松茂町,0.85,74.6,▲ 3.0,-,94.2,14789
364029,徳島県,北島町,0.75,82.4,5.0,-,94.8,23447
364037,徳島県,藍住町,0.70,80.8,5.6,-,95.8,35539
364045,徳島県,板野町,0.47,82.7,4.8,-,96.3,13165
364053,徳島県,上板町,0.40,79.4,5.7,-,95.4,11622
364681,徳島県,つるぎ町,0.18,93.6,11.0,7.0,93.3,8161
364894,徳島県,東みよし町,0.30,91.9,8.2,-,98.6,13878
372013,香川県,高松市,0.80,89.8,7.2,68.0,100.9,424414
372021,香川県,丸亀市,0.63,87.0,9.6,23.9,99.2,112302
372030,香川県,坂出市,0.81,83.1,8.5,69.9,99.9,51370
372048,香川県,善通寺市,0.52,90.3,5.8,13.5,98.7,31037
372056,香川県,観音寺市,0.61,87.9,9.6,58.1,99.5,58487
372064,香川県,さぬき市,0.39,92.6,12.4,-,99.9,46561
372072,香川県,東かがわ市,0.36,89.6,3.1,-,97.5,29037
372081,香川県,三豊市,0.43,95.2,7.2,-,98.7,63195
373222,香川県,土庄町,0.34,86.9,8.3,46.9,93.6,13265
373249,香川県,小豆島町,0.30,86.6,6.3,-,95.9,13881
373419,香川県,三木町,0.55,83.3,4.3,-,95.4,27432
373648,香川県,直島町,0.45,79.0,9.0,-,98.5,3009
373869,香川県,宇多津町,0.85,81.4,5.2,-,95.0,18454
373877,香川県,綾川町,0.51,79.0,▲ 2.4,-,97.1,23563
374032,香川県,琴平町,0.38,82.6,7.2,35.2,95.6,8611
374041,香川県,多度津町,0.62,84.5,11.7,182.4,98.7,22392
374067,香川県,まんのう町,0.33,79.8,7.9,-,97.8,17875
382019,愛媛県,松山市,0.76,87.7,7.9,30.7,98.9,507211
382027,愛媛県,今治市,0.52,91.2,11.2,-,95.5,153532
382035,愛媛県,宇和島市,0.34,87.2,4.1,-,94.6,71448
382043,愛媛県,八幡浜市,0.33,89.1,9.5,62.2,97.6,31898
382051,愛媛県,新居浜市,0.76,75.2,1.6,12.6,99.7,116624
382060,愛媛県,西条市,0.64,82.4,6.5,55.1,94.4,106842
382078,愛媛県,大洲市,0.35,87.3,7.1,41.5,94.2,41300
382108,愛媛県,伊予市,0.41,89.3,6.2,31.1,95.3,36107
382132,愛媛県,四国中央市,0.72,82.3,8.2,79.2,98.4,84404
382141,愛媛県,西予市,0.24,92.5,11.4,64.1,93.2,35876
382159,愛媛県,東温市,0.49,90.3,11.3,45.6,97.4,33299
383562,愛媛県,上島町,0.15,89.1,13.0,39.2,89.0,6437
383864,愛媛県,久万高原町,0.19,81.7,10.4,-,91.4,7650
384011,愛媛県,松前町,0.75,79.2,8.9,78.1,95.5,30430
384020,愛媛県,砥部町,0.44,84.4,2.4,40.1,94.3,20494
384224,愛媛県,内子町,0.27,75.3,1.7,-,90.8,15758
384429,愛媛県,伊方町,0.49,83.4,5.4,-,92.4,8689
384844,愛媛県,松野町,0.16,81.9,5.6,31.3,95.2,3747
384887,愛媛県,鬼北町,0.23,86.2,6.0,-,94.4,9741
385069,愛媛県,愛南町,0.22,91.9,9.0,-,91.4,20052
392014,高知県,高知市,0.63,90.3,13.0,173.0,99.1,322526
392022,高知県,室戸市,0.22,85.2,9.4,-,96.1,12319
392031,高知県,安芸市,0.31,79.8,5.9,-,94.6,16592
392049,高知県,南国市,0.61,82.1,7.8,72.3,96.4,46648
392057,高知県,土佐市,0.38,82.1,12.1,76.5,97.9,26497
392065,高知県,須崎市,0.42,85.6,13.6,44.7,96.6,20603
392081,高知県,宿毛市,0.36,84.4,11.4,68.5,96.9,19539
392090,高知県,土佐清水市,0.26,88.4,17.4,80.1,96.2,12603
392103,高知県,四万十市,0.35,84.9,9.7,77.7,95.4,32904
392111,高知県,香南市,0.33,87.5,4.6,-,96.2,33187
392120,高知県,香美市,0.31,92.3,9.8,-,94.4,25676
393011,高知県,東洋町,0.12,86.5,12.2,62.3,93.3,2239
393029,高知県,奈半利町,0.19,80.7,0.9,-,95.7,3055
393037,高知県,田野町,0.19,83.3,3.2,-,96.0,2553
393045,高知県,安田町,0.15,88.5,7.0,0.2,92.4,2507
393053,高知県,北川村,0.20,79.1,▲ 4.2,-,97.1,1222
393061,高知県,馬路村,0.16,85.8,9.0,-,94.4,834
393070,高知県,芸西村,0.25,88.0,7.2,-,94.2,3644
393410,高知県,本山町,0.16,87.5,9.5,17.7,94.2,3340
393444,高知県,大豊町,0.17,65.4,3.0,-,91.6,3342
393631,高知県,土佐町,0.21,79.3,7.4,-,97.4,3704
393649,高知県,大川村,0.13,94.2,12.0,-,92.1,371
393860,高知県,いの町,0.34,91.2,9.0,-,97.3,21866
393878,高知県,仁淀川町,0.17,80.7,1.1,-,94.3,4970
394017,高知県,中土佐町,0.17,85.6,11.7,-,97.1,6283
394025,高知県,佐川町,0.33,83.5,3.3,-,90.4,12388
394033,高知県,越知町,0.20,89.3,8.5,20.3,95.9,5259
394050,高知県,梼原町,0.13,82.2,3.9,-,90.2,3343
394106,高知県,日高村,0.28,74.7,7.6,8.8,96.0,4891
394114,高知県,津野町,0.16,70.4,▲ 7.2,-,94.6,5583
394122,高知県,四万十町,0.22,85.4,6.1,-,94.3,16107
394246,高知県,大月町,0.18,83.2,10.3,21.6,98.8,4712
394271,高知県,三原村,0.12,87.3,10.5,-,96.3,1468
394289,高知県,黒潮町,0.19,88.8,9.6,-,95.7,10594
401005,福岡県,北九州市,0.70,96.3,10.3,150.0,101.7,936586
401307,福岡県,福岡市,0.88,90.3,8.8,82.9,101.7,1568265
402028,福岡県,大牟田市,0.52,88.6,6.7,18.9,99.0,110266
402036,福岡県,久留米市,0.66,93.0,3.4,14.3,99.3,303052
402044,福岡県,直方市,0.56,87.7,5.8,61.8,99.8,55941
402052,福岡県,飯塚市,0.50,93.2,6.4,1.6,100.2,126555
402061,福岡県,田川市,0.44,97.2,7.9,-,95.3,46202
402079,福岡県,柳川市,0.46,88.2,5.5,42.4,99.1,63969
402109,福岡県,八女市,0.39,89.9,9.1,-,100.5,61405
402117,福岡県,筑後市,0.67,87.6,8.4,21.7,99.4,49283
402125,福岡県,大川市,0.52,88.5,9.1,68.4,100.1,32852
402133,福岡県,行橋市,0.66,88.8,6.3,-,100.8,72778
402141,福岡県,豊前市,0.53,91.7,9.1,20.6,97.7,24493
402150,福岡県,中間市,0.45,83.5,5.6,13.9,99.6,40348
402168,福岡県,小郡市,0.66,91.4,8.0,18.7,100.2,59434
402176,福岡県,筑紫野市,0.78,82.6,4.0,-,101.7,105692
402184,福岡県,春日市,0.76,84.2,2.9,-,99.8,113164
402192,福岡県,大野城市,0.81,84.9,3.0,-,100.5,101925
402206,福岡県,宗像市,0.59,86.4,▲ 2.3,-,97.8,97214
402214,福岡県,太宰府市,0.66,90.4,2.9,-,100.5,71834
402231,福岡県,古賀市,0.69,84.3,4.5,-,94.2,59499
402249,福岡県,福津市,0.58,87.1,5.7,-,92.5,67851
402257,福岡県,うきは市,0.39,79.3,7.0,-,98.1,28564
402265,福岡県,宮若市,0.63,87.0,6.5,-,98.0,27080
402273,福岡県,嘉麻市,0.28,98.8,5.5,-,98.3,36271
402281,福岡県,朝倉市,0.52,86.3,9.2,-,99.3,51468
402290,福岡県,みやま市,0.42,87.7,4.6,0.3,99.8,36033
402303,福岡県,糸島市,0.57,81.6,6.6,-,99.3,103188
402311,福岡県,那珂川市,0.71,86.5,7.4,-,98.2,50228
403415,福岡県,宇美町,0.60,89.3,7.5,-,96.5,37250
403423,福岡県,篠栗町,0.60,90.6,6.8,-,98.2,31353
403431,福岡県,志免町,0.73,85.4,5.4,-,98.8,46572
403440,福岡県,須恵町,0.62,86.2,7.0,34.4,96.9,29045
403458,福岡県,新宮町,0.88,84.7,7.5,33.5,96.8,33615
403482,福岡県,久山町,0.83,86.8,11.8,11.0,94.5,9209
403491,福岡県,粕屋町,0.88,85.1,8.8,-,100.0,48580
403814,福岡県,芦屋町,0.35,91.7,0.4,-,97.0,13303
403822,福岡県,水巻町,0.52,84.9,5.1,21.2,93.3,27906
403831,福岡県,岡垣町,0.55,86.2,4.6,-,98.7,31607
403849,福岡県,遠賀町,0.57,82.7,6.6,11.7,95.1,19224
404012,福岡県,小竹町,0.33,90.0,8.0,85.1,96.0,7281
404021,福岡県,鞍手町,0.45,93.8,8.4,-,94.3,15346
404217,福岡県,桂川町,0.41,88.0,3.2,1.6,98.1,13200
404471,福岡県,筑前町,0.48,84.4,10.5,51.6,99.4,30105
404489,福岡県,東峰村,0.13,77.6,6.6,-,94.8,1978
405035,福岡県,大刀洗町,0.47,78.6,8.3,-,98.2,15867
405221,福岡県,大木町,0.51,82.5,7.4,-,99.4,13995
405442,福岡県,広川町,0.62,86.0,8.4,32.2,98.0,19422
406015,福岡県,香春町,0.32,83.3,3.1,-,97.5,10575
406023,福岡県,添田町,0.23,89.4,4.0,-,95.3,9047
406040,福岡県,糸田町,0.23,93.6,4.9,-,99.0,8724
406058,福岡県,川崎町,0.31,89.0,8.7,42.8,94.2,15893
406082,福岡県,大任町,0.19,84.7,15.1,-,90.8,5203
406091,福岡県,赤村,0.16,77.8,▲ 2.5,-,95.1,2992
406104,福岡県,福智町,0.27,92.2,5.1,-,98.2,21898
406210,福岡県,苅田町,1.24,85.0,9.2,31.0,100.9,37406
406252,福岡県,みやこ町,0.35,85.2,5.7,-,97.2,18764
406422,福岡県,吉富町,0.40,80.8,8.0,2.6,94.3,6724
406465,福岡県,上毛町,0.28,77.6,▲ 2.7,-,95.8,7494
406473,福岡県,築上町,0.34,91.3,9.3,39.7,98.6,17489
412015,佐賀県,佐賀市,0.64,89.2,1.7,-,98.9,230316
412023,佐賀県,唐津市,0.42,85.2,11.7,115.2,98.1,118400
412031,佐賀県,鳥栖市,0.94,81.0,0.4,-,99.1,74037
412040,佐賀県,多久市,0.37,91.2,11.7,-,98.1,18569
412058,佐賀県,伊万里市,0.57,84.0,9.6,35.0,98.7,53336
412066,佐賀県,武雄市,0.49,86.1,9.5,18.1,98.5,48151
412074,佐賀県,鹿島市,0.48,87.3,8.6,79.6,98.3,28258
412082,佐賀県,小城市,0.41,88.3,7.4,-,96.9,44639
412091,佐賀県,嬉野市,0.37,83.4,9.8,8.7,94.7,25323
412104,佐賀県,神埼市,0.44,89.6,8.8,50.6,97.9,30891
413275,佐賀県,吉野ヶ里町,0.52,84.4,9.6,-,97.2,16234
413411,佐賀県,基山町,0.66,87.7,7.8,-,99.0,17491
413453,佐賀県,上峰町,0.58,86.7,10.0,-,94.7,9713
413461,佐賀県,みやき町,0.42,89.2,9.4,-,97.6,25823
413879,佐賀県,玄海町,1.29,81.6,▲ 0.1,-,94.2,5292
414018,佐賀県,有田町,0.36,88.5,8.3,-,98.2,19265
414239,佐賀県,大町町,0.30,86.5,7.8,-,94.8,6245
414247,佐賀県,江北町,0.39,81.1,12.3,-,97.5,9667
414255,佐賀県,白石町,0.34,84.3,10.0,-,96.7,22130
414417,佐賀県,太良町,0.26,83.3,5.0,-,94.9,8413
422011,長崎県,長崎市,0.58,91.7,8.8,98.0,98.0,406116
422029,長崎県,佐世保市,0.53,90.3,4.5,-,99.1,243074
422037,長崎県,島原市,0.44,90.4,3.3,-,97.4,43670
422045,長崎県,諫早市,0.56,88.0,6.5,-,97.5,135349
422053,長崎県,大村市,0.63,92.7,9.0,-,98.0,97824
422070,長崎県,平戸市,0.24,84.4,1.5,-,96.7,29777
422088,長崎県,松浦市,0.54,87.0,10.8,48.1,99.6,21700
422096,長崎県,対馬市,0.19,86.5,6.6,11.5,99.0,29019
422100,長崎県,壱岐市,0.22,89.0,6.6,22.8,96.2,25494
422118,長崎県,五島市,0.24,88.4,7.5,-,96.6,35577
422126,長崎県,西海市,0.29,83.9,▲ 1.8,-,99.7,26323
422134,長崎県,雲仙市,0.28,82.5,3.8,-,97.8,42227
422142,長崎県,南島原市,0.25,86.2,▲ 4.8,-,97.6,43449
423076,長崎県,長与町,0.65,86.2,7.4,-,99.1,40922
423084,長崎県,時津町,0.70,88.0,5.2,-,99.2,29473
423211,長崎県,東彼杵町,0.30,82.5,9.5,49.4,96.7,7651
423220,長崎県,川棚町,0.38,80.2,5.9,30.9,97.0,13570
423238,長崎県,波佐見町,0.41,78.5,8.2,-,97.7,14482
423831,長崎県,小値賀町,0.10,79.4,8.1,-,97.0,2284
423912,長崎県,佐々町,0.55,80.3,8.7,-,98.7,14039
424111,長崎県,新上五島町,0.23,75.7,1.1,-,97.0,18035
431001,熊本県,熊本市,0.70,90.8,5.4,104.6,100.0,731722
432024,熊本県,八代市,0.50,88.8,9.2,90.3,96.8,123982
432032,熊本県,人吉市,0.44,92.3,5.6,24.8,95.4,31136
432041,熊本県,荒尾市,0.48,89.6,9.4,12.1,93.8,50976
432059,熊本県,水俣市,0.38,85.3,9.8,33.1,96.8,23246
432067,熊本県,玉名市,0.44,95.7,8.9,10.5,97.7,64753
432083,熊本県,山鹿市,0.33,95.0,9.4,-,97.8,50051
432105,熊本県,菊池市,0.43,87.7,10.4,13.7,95.7,47414
432113,熊本県,宇土市,0.53,87.6,10.6,-,97.7,36584
432121,熊本県,上天草市,0.25,93.6,11.5,-,98.8,25652
432130,熊本県,宇城市,0.41,89.8,9.1,22.9,99.0,57981
432148,熊本県,阿蘇市,0.35,92.0,8.1,47.4,96.7,25213
432156,熊本県,天草市,0.27,89.4,9.5,0.6,97.6,76683
432164,熊本県,合志市,0.66,88.0,6.7,-,97.0,63701
433489,熊本県,美里町,0.24,86.8,6.4,-,94.6,9386
433641,熊本県,玉東町,0.31,87.5,4.7,-,95.8,5206
